task,dataset,model,device,runtime,precision,cell,metric,Q,chance,latency_ms,param_count,gmacs,source
LLM IFEval,IFEval,distilbert/distilgpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | IFEval,IFEval,0.0611,0.0,249.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,google/recurrentgemma-2b,1xT4,pytorch,float16,llm-perf | 1xT4 | ARC-Challenge,ARC-Challenge,0.39165,0.25,2913.0,2,,llm-perf-task
LLM HellaSwag,HellaSwag,google/recurrentgemma-2b,1xT4,pytorch,float16,llm-perf | 1xT4 | HellaSwag,HellaSwag,0.64685,0.25,2913.0,2,,llm-perf-task
LLM MMLU,MMLU,google/recurrentgemma-2b,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU,MMLU,0.34495,0.25,2913.0,2,,llm-perf-task
LLM Winogrande,Winogrande,google/recurrentgemma-2b,1xT4,pytorch,float16,llm-perf | 1xT4 | Winogrande,Winogrande,0.6839,0.5,2913.0,2,,llm-perf-task
LLM GSM8K,GSM8K,google/recurrentgemma-2b,1xT4,pytorch,float16,llm-perf | 1xT4 | GSM8K,GSM8K,0.1592,0.0,2913.0,2,,llm-perf-task
LLM IFEval,IFEval,google/recurrentgemma-2b,1xT4,pytorch,float16,llm-perf | 1xT4 | IFEval,IFEval,0.301703,0.0,2913.0,2,,llm-perf-task
LLM BBH,BBH,google/recurrentgemma-2b,1xT4,pytorch,float16,llm-perf | 1xT4 | BBH,BBH,0.048204,0.0,2913.0,2,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,google/recurrentgemma-2b,1xT4,pytorch,float16,llm-perf | 1xT4 | MATH Lvl 5,MATH Lvl 5,0.020393,0.0,2913.0,2,,llm-perf-task
LLM MuSR,MuSR,google/recurrentgemma-2b,1xT4,pytorch,float16,llm-perf | 1xT4 | MuSR,MuSR,0.031049,0.0,2913.0,2,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,google/recurrentgemma-2b,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU-PRO,MMLU-PRO,0.019559,0.0,2913.0,2,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,google/recurrentgemma-2b,1xT4,pytorch,bfloat16,llm-perf | 1xT4 | ARC-Challenge,ARC-Challenge,0.39165,0.25,2916.0,2,,llm-perf-task
LLM HellaSwag,HellaSwag,google/recurrentgemma-2b,1xT4,pytorch,bfloat16,llm-perf | 1xT4 | HellaSwag,HellaSwag,0.64685,0.25,2916.0,2,,llm-perf-task
LLM MMLU,MMLU,google/recurrentgemma-2b,1xT4,pytorch,bfloat16,llm-perf | 1xT4 | MMLU,MMLU,0.34495,0.25,2916.0,2,,llm-perf-task
LLM Winogrande,Winogrande,google/recurrentgemma-2b,1xT4,pytorch,bfloat16,llm-perf | 1xT4 | Winogrande,Winogrande,0.6839,0.5,2916.0,2,,llm-perf-task
LLM GSM8K,GSM8K,google/recurrentgemma-2b,1xT4,pytorch,bfloat16,llm-perf | 1xT4 | GSM8K,GSM8K,0.1592,0.0,2916.0,2,,llm-perf-task
LLM IFEval,IFEval,google/recurrentgemma-2b,1xT4,pytorch,bfloat16,llm-perf | 1xT4 | IFEval,IFEval,0.301703,0.0,2916.0,2,,llm-perf-task
LLM BBH,BBH,google/recurrentgemma-2b,1xT4,pytorch,bfloat16,llm-perf | 1xT4 | BBH,BBH,0.048204,0.0,2916.0,2,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,google/recurrentgemma-2b,1xT4,pytorch,bfloat16,llm-perf | 1xT4 | MATH Lvl 5,MATH Lvl 5,0.020393,0.0,2916.0,2,,llm-perf-task
LLM MuSR,MuSR,google/recurrentgemma-2b,1xT4,pytorch,bfloat16,llm-perf | 1xT4 | MuSR,MuSR,0.031049,0.0,2916.0,2,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,google/recurrentgemma-2b,1xT4,pytorch,bfloat16,llm-perf | 1xT4 | MMLU-PRO,MMLU-PRO,0.019559,0.0,2916.0,2,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,stabilityai/stablelm-2-1_6b,1xT4,pytorch,float16,llm-perf | 1xT4 | ARC-Challenge,ARC-Challenge,0.4334,0.25,2923.0,1,,llm-perf-task
LLM HellaSwag,HellaSwag,stabilityai/stablelm-2-1_6b,1xT4,pytorch,float16,llm-perf | 1xT4 | HellaSwag,HellaSwag,0.7045,0.25,2923.0,1,,llm-perf-task
LLM MMLU,MMLU,stabilityai/stablelm-2-1_6b,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU,MMLU,0.3895,0.25,2923.0,1,,llm-perf-task
LLM Winogrande,Winogrande,stabilityai/stablelm-2-1_6b,1xT4,pytorch,float16,llm-perf | 1xT4 | Winogrande,Winogrande,0.6456,0.5,2923.0,1,,llm-perf-task
LLM GSM8K,GSM8K,stabilityai/stablelm-2-1_6b,1xT4,pytorch,float16,llm-perf | 1xT4 | GSM8K,GSM8K,0.1744,0.0,2923.0,1,,llm-perf-task
LLM IFEval,IFEval,stabilityai/stablelm-2-1_6b,1xT4,pytorch,float16,llm-perf | 1xT4 | IFEval,IFEval,0.115705,0.0,2923.0,1,,llm-perf-task
LLM BBH,BBH,stabilityai/stablelm-2-1_6b,1xT4,pytorch,float16,llm-perf | 1xT4 | BBH,BBH,0.086327,0.0,2923.0,1,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,stabilityai/stablelm-2-1_6b,1xT4,pytorch,float16,llm-perf | 1xT4 | MATH Lvl 5,MATH Lvl 5,0.007553,0.0,2923.0,1,,llm-perf-task
LLM MuSR,MuSR,stabilityai/stablelm-2-1_6b,1xT4,pytorch,float16,llm-perf | 1xT4 | MuSR,MuSR,0.057914,0.0,2923.0,1,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,stabilityai/stablelm-2-1_6b,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU-PRO,MMLU-PRO,0.051511,0.0,2923.0,1,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,huggyllama/llama-13b,1xT4,pytorch,float16,llm-perf | 1xT4 | ARC-Challenge,ARC-Challenge,0.5614,0.25,2940.0,13,,llm-perf-task
LLM HellaSwag,HellaSwag,huggyllama/llama-13b,1xT4,pytorch,float16,llm-perf | 1xT4 | HellaSwag,HellaSwag,0.8092,0.25,2940.0,13,,llm-perf-task
LLM MMLU,MMLU,huggyllama/llama-13b,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU,MMLU,0.4761,0.25,2940.0,13,,llm-perf-task
LLM Winogrande,Winogrande,huggyllama/llama-13b,1xT4,pytorch,float16,llm-perf | 1xT4 | Winogrande,Winogrande,0.7624,0.5,2940.0,13,,llm-perf-task
LLM GSM8K,GSM8K,huggyllama/llama-13b,1xT4,pytorch,float16,llm-perf | 1xT4 | GSM8K,GSM8K,0.0758,0.0,2940.0,13,,llm-perf-task
LLM IFEval,IFEval,huggyllama/llama-13b,1xT4,pytorch,float16,llm-perf | 1xT4 | IFEval,IFEval,0.241053,0.0,2940.0,13,,llm-perf-task
LLM BBH,BBH,huggyllama/llama-13b,1xT4,pytorch,float16,llm-perf | 1xT4 | BBH,BBH,0.161457,0.0,2940.0,13,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,huggyllama/llama-13b,1xT4,pytorch,float16,llm-perf | 1xT4 | MATH Lvl 5,MATH Lvl 5,0.020393,0.0,2940.0,13,,llm-perf-task
LLM GPQA,GPQA,huggyllama/llama-13b,1xT4,pytorch,float16,llm-perf | 1xT4 | GPQA,GPQA,0.006711,0.0,2940.0,13,,llm-perf-task
LLM MuSR,MuSR,huggyllama/llama-13b,1xT4,pytorch,float16,llm-perf | 1xT4 | MuSR,MuSR,0.028107,0.0,2940.0,13,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,huggyllama/llama-13b,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU-PRO,MMLU-PRO,0.10581,0.0,2940.0,13,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,google/gemma-2b,1xT4,pytorch,float16,llm-perf | 1xT4 | ARC-Challenge,ARC-Challenge,0.4842,0.25,2940.0,2,,llm-perf-task
LLM HellaSwag,HellaSwag,google/gemma-2b,1xT4,pytorch,float16,llm-perf | 1xT4 | HellaSwag,HellaSwag,0.7171,0.25,2940.0,2,,llm-perf-task
LLM MMLU,MMLU,google/gemma-2b,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU,MMLU,0.41725,0.25,2940.0,2,,llm-perf-task
LLM Winogrande,Winogrande,google/gemma-2b,1xT4,pytorch,float16,llm-perf | 1xT4 | Winogrande,Winogrande,0.66535,0.5,2940.0,2,,llm-perf-task
LLM GSM8K,GSM8K,google/gemma-2b,1xT4,pytorch,float16,llm-perf | 1xT4 | GSM8K,GSM8K,0.17135,0.0,2940.0,2,,llm-perf-task
LLM IFEval,IFEval,google/gemma-2b,1xT4,pytorch,float16,llm-perf | 1xT4 | IFEval,IFEval,0.203758,0.0,2940.0,2,,llm-perf-task
LLM BBH,BBH,google/gemma-2b,1xT4,pytorch,float16,llm-perf | 1xT4 | BBH,BBH,0.082463,0.0,2940.0,2,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,google/gemma-2b,1xT4,pytorch,float16,llm-perf | 1xT4 | MATH Lvl 5,MATH Lvl 5,0.030211,0.0,2940.0,2,,llm-perf-task
LLM GPQA,GPQA,google/gemma-2b,1xT4,pytorch,float16,llm-perf | 1xT4 | GPQA,GPQA,0.006711,0.0,2940.0,2,,llm-perf-task
LLM MuSR,MuSR,google/gemma-2b,1xT4,pytorch,float16,llm-perf | 1xT4 | MuSR,MuSR,0.07556,0.0,2940.0,2,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,google/gemma-2b,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU-PRO,MMLU-PRO,0.040614,0.0,2940.0,2,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,Deci/DeciLM-7B,1xT4,pytorch,float16,llm-perf | 1xT4 | ARC-Challenge,ARC-Challenge,0.5939,0.25,2941.0,7,,llm-perf-task
LLM HellaSwag,HellaSwag,Deci/DeciLM-7B,1xT4,pytorch,float16,llm-perf | 1xT4 | HellaSwag,HellaSwag,0.8251,0.25,2941.0,7,,llm-perf-task
LLM MMLU,MMLU,Deci/DeciLM-7B,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU,MMLU,0.5976,0.25,2941.0,7,,llm-perf-task
LLM Winogrande,Winogrande,Deci/DeciLM-7B,1xT4,pytorch,float16,llm-perf | 1xT4 | Winogrande,Winogrande,0.7995,0.5,2941.0,7,,llm-perf-task
LLM GSM8K,GSM8K,Deci/DeciLM-7B,1xT4,pytorch,float16,llm-perf | 1xT4 | GSM8K,GSM8K,0.4738,0.0,2941.0,7,,llm-perf-task
LLM IFEval,IFEval,Deci/DeciLM-7B,1xT4,pytorch,float16,llm-perf | 1xT4 | IFEval,IFEval,0.281295,0.0,2941.0,7,,llm-perf-task
LLM BBH,BBH,Deci/DeciLM-7B,1xT4,pytorch,float16,llm-perf | 1xT4 | BBH,BBH,0.212527,0.0,2941.0,7,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,Deci/DeciLM-7B,1xT4,pytorch,float16,llm-perf | 1xT4 | MATH Lvl 5,MATH Lvl 5,0.028701,0.0,2941.0,7,,llm-perf-task
LLM GPQA,GPQA,Deci/DeciLM-7B,1xT4,pytorch,float16,llm-perf | 1xT4 | GPQA,GPQA,0.060403,0.0,2941.0,7,,llm-perf-task
LLM MuSR,MuSR,Deci/DeciLM-7B,1xT4,pytorch,float16,llm-perf | 1xT4 | MuSR,MuSR,0.130484,0.0,2941.0,7,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,Deci/DeciLM-7B,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU-PRO,MMLU-PRO,0.187999,0.0,2941.0,7,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,huggyllama/llama-13b,1xT4,pytorch,float16,llm-perf | 1xT4 | ARC-Challenge,ARC-Challenge,0.5614,0.25,2942.0,13,,llm-perf-task
LLM HellaSwag,HellaSwag,huggyllama/llama-13b,1xT4,pytorch,float16,llm-perf | 1xT4 | HellaSwag,HellaSwag,0.8092,0.25,2942.0,13,,llm-perf-task
LLM MMLU,MMLU,huggyllama/llama-13b,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU,MMLU,0.4761,0.25,2942.0,13,,llm-perf-task
LLM Winogrande,Winogrande,huggyllama/llama-13b,1xT4,pytorch,float16,llm-perf | 1xT4 | Winogrande,Winogrande,0.7624,0.5,2942.0,13,,llm-perf-task
LLM GSM8K,GSM8K,huggyllama/llama-13b,1xT4,pytorch,float16,llm-perf | 1xT4 | GSM8K,GSM8K,0.0758,0.0,2942.0,13,,llm-perf-task
LLM IFEval,IFEval,huggyllama/llama-13b,1xT4,pytorch,float16,llm-perf | 1xT4 | IFEval,IFEval,0.241053,0.0,2942.0,13,,llm-perf-task
LLM BBH,BBH,huggyllama/llama-13b,1xT4,pytorch,float16,llm-perf | 1xT4 | BBH,BBH,0.161457,0.0,2942.0,13,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,huggyllama/llama-13b,1xT4,pytorch,float16,llm-perf | 1xT4 | MATH Lvl 5,MATH Lvl 5,0.020393,0.0,2942.0,13,,llm-perf-task
LLM GPQA,GPQA,huggyllama/llama-13b,1xT4,pytorch,float16,llm-perf | 1xT4 | GPQA,GPQA,0.006711,0.0,2942.0,13,,llm-perf-task
LLM MuSR,MuSR,huggyllama/llama-13b,1xT4,pytorch,float16,llm-perf | 1xT4 | MuSR,MuSR,0.028107,0.0,2942.0,13,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,huggyllama/llama-13b,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU-PRO,MMLU-PRO,0.10581,0.0,2942.0,13,,llm-perf-task
LLM IFEval,IFEval,google/gemma-2-2b,1xT4,pytorch,float16,llm-perf | 1xT4 | IFEval,IFEval,0.200536,0.0,2947.0,2,,llm-perf-task
LLM BBH,BBH,google/gemma-2-2b,1xT4,pytorch,float16,llm-perf | 1xT4 | BBH,BBH,0.121266,0.0,2947.0,2,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,google/gemma-2-2b,1xT4,pytorch,float16,llm-perf | 1xT4 | MATH Lvl 5,MATH Lvl 5,0.029456,0.0,2947.0,2,,llm-perf-task
LLM GPQA,GPQA,google/gemma-2-2b,1xT4,pytorch,float16,llm-perf | 1xT4 | GPQA,GPQA,0.016779,0.0,2947.0,2,,llm-perf-task
LLM MuSR,MuSR,google/gemma-2-2b,1xT4,pytorch,float16,llm-perf | 1xT4 | MuSR,MuSR,0.113491,0.0,2947.0,2,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,google/gemma-2-2b,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU-PRO,MMLU-PRO,0.133145,0.0,2947.0,2,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,meta-llama/Llama-2-13b-hf,1xT4,pytorch,float16,llm-perf | 1xT4 | ARC-Challenge,ARC-Challenge,0.5939,0.25,2954.0,13,,llm-perf-task
LLM HellaSwag,HellaSwag,meta-llama/Llama-2-13b-hf,1xT4,pytorch,float16,llm-perf | 1xT4 | HellaSwag,HellaSwag,0.8213,0.25,2954.0,13,,llm-perf-task
LLM MMLU,MMLU,meta-llama/Llama-2-13b-hf,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU,MMLU,0.5577,0.25,2954.0,13,,llm-perf-task
LLM Winogrande,Winogrande,meta-llama/Llama-2-13b-hf,1xT4,pytorch,float16,llm-perf | 1xT4 | Winogrande,Winogrande,0.7664,0.5,2954.0,13,,llm-perf-task
LLM GSM8K,GSM8K,meta-llama/Llama-2-13b-hf,1xT4,pytorch,float16,llm-perf | 1xT4 | GSM8K,GSM8K,0.2282,0.0,2954.0,13,,llm-perf-task
LLM IFEval,IFEval,meta-llama/Llama-2-13b-hf,1xT4,pytorch,float16,llm-perf | 1xT4 | IFEval,IFEval,0.248247,0.0,2954.0,13,,llm-perf-task
LLM BBH,BBH,meta-llama/Llama-2-13b-hf,1xT4,pytorch,float16,llm-perf | 1xT4 | BBH,BBH,0.172226,0.0,2954.0,13,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,meta-llama/Llama-2-13b-hf,1xT4,pytorch,float16,llm-perf | 1xT4 | MATH Lvl 5,MATH Lvl 5,0.015106,0.0,2954.0,13,,llm-perf-task
LLM GPQA,GPQA,meta-llama/Llama-2-13b-hf,1xT4,pytorch,float16,llm-perf | 1xT4 | GPQA,GPQA,0.041387,0.0,2954.0,13,,llm-perf-task
LLM MuSR,MuSR,meta-llama/Llama-2-13b-hf,1xT4,pytorch,float16,llm-perf | 1xT4 | MuSR,MuSR,0.033854,0.0,2954.0,13,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,meta-llama/Llama-2-13b-hf,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU-PRO,MMLU-PRO,0.153092,0.0,2954.0,13,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,Qwen/Qwen2-0.5B,1xT4,pytorch,float16,llm-perf | 1xT4 | ARC-Challenge,ARC-Challenge,0.3191,0.25,2958.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,Qwen/Qwen2-0.5B,1xT4,pytorch,float16,llm-perf | 1xT4 | HellaSwag,HellaSwag,0.4874,0.25,2958.0,0,,llm-perf-task
LLM MMLU,MMLU,Qwen/Qwen2-0.5B,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU,MMLU,0.4517,0.25,2958.0,0,,llm-perf-task
LLM Winogrande,Winogrande,Qwen/Qwen2-0.5B,1xT4,pytorch,float16,llm-perf | 1xT4 | Winogrande,Winogrande,0.558,0.5,2958.0,0,,llm-perf-task
LLM GSM8K,GSM8K,Qwen/Qwen2-0.5B,1xT4,pytorch,float16,llm-perf | 1xT4 | GSM8K,GSM8K,0.3571,0.0,2958.0,0,,llm-perf-task
LLM IFEval,IFEval,Qwen/Qwen2-0.5B,1xT4,pytorch,float16,llm-perf | 1xT4 | IFEval,IFEval,0.187322,0.0,2958.0,0,,llm-perf-task
LLM BBH,BBH,Qwen/Qwen2-0.5B,1xT4,pytorch,float16,llm-perf | 1xT4 | BBH,BBH,0.079185,0.0,2958.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,Qwen/Qwen2-0.5B,1xT4,pytorch,float16,llm-perf | 1xT4 | MATH Lvl 5,MATH Lvl 5,0.026435,0.0,2958.0,0,,llm-perf-task
LLM GPQA,GPQA,Qwen/Qwen2-0.5B,1xT4,pytorch,float16,llm-perf | 1xT4 | GPQA,GPQA,0.014541,0.0,2958.0,0,,llm-perf-task
LLM MuSR,MuSR,Qwen/Qwen2-0.5B,1xT4,pytorch,float16,llm-perf | 1xT4 | MuSR,MuSR,0.04601,0.0,2958.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,Qwen/Qwen2-0.5B,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU-PRO,MMLU-PRO,0.079953,0.0,2958.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,meta-llama/Llama-2-13b-hf,1xT4,pytorch,float16,llm-perf | 1xT4 | ARC-Challenge,ARC-Challenge,0.5939,0.25,2963.0,13,,llm-perf-task
LLM HellaSwag,HellaSwag,meta-llama/Llama-2-13b-hf,1xT4,pytorch,float16,llm-perf | 1xT4 | HellaSwag,HellaSwag,0.8213,0.25,2963.0,13,,llm-perf-task
LLM MMLU,MMLU,meta-llama/Llama-2-13b-hf,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU,MMLU,0.5577,0.25,2963.0,13,,llm-perf-task
LLM Winogrande,Winogrande,meta-llama/Llama-2-13b-hf,1xT4,pytorch,float16,llm-perf | 1xT4 | Winogrande,Winogrande,0.7664,0.5,2963.0,13,,llm-perf-task
LLM GSM8K,GSM8K,meta-llama/Llama-2-13b-hf,1xT4,pytorch,float16,llm-perf | 1xT4 | GSM8K,GSM8K,0.2282,0.0,2963.0,13,,llm-perf-task
LLM IFEval,IFEval,meta-llama/Llama-2-13b-hf,1xT4,pytorch,float16,llm-perf | 1xT4 | IFEval,IFEval,0.248247,0.0,2963.0,13,,llm-perf-task
LLM BBH,BBH,meta-llama/Llama-2-13b-hf,1xT4,pytorch,float16,llm-perf | 1xT4 | BBH,BBH,0.172226,0.0,2963.0,13,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,meta-llama/Llama-2-13b-hf,1xT4,pytorch,float16,llm-perf | 1xT4 | MATH Lvl 5,MATH Lvl 5,0.015106,0.0,2963.0,13,,llm-perf-task
LLM GPQA,GPQA,meta-llama/Llama-2-13b-hf,1xT4,pytorch,float16,llm-perf | 1xT4 | GPQA,GPQA,0.041387,0.0,2963.0,13,,llm-perf-task
LLM MuSR,MuSR,meta-llama/Llama-2-13b-hf,1xT4,pytorch,float16,llm-perf | 1xT4 | MuSR,MuSR,0.033854,0.0,2963.0,13,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,meta-llama/Llama-2-13b-hf,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU-PRO,MMLU-PRO,0.153092,0.0,2963.0,13,,llm-perf-task
LLM IFEval,IFEval,google/gemma-2-2b,1xT4,pytorch,float16,llm-perf | 1xT4 | IFEval,IFEval,0.200536,0.0,2964.0,2,,llm-perf-task
LLM BBH,BBH,google/gemma-2-2b,1xT4,pytorch,float16,llm-perf | 1xT4 | BBH,BBH,0.121266,0.0,2964.0,2,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,google/gemma-2-2b,1xT4,pytorch,float16,llm-perf | 1xT4 | MATH Lvl 5,MATH Lvl 5,0.029456,0.0,2964.0,2,,llm-perf-task
LLM GPQA,GPQA,google/gemma-2-2b,1xT4,pytorch,float16,llm-perf | 1xT4 | GPQA,GPQA,0.016779,0.0,2964.0,2,,llm-perf-task
LLM MuSR,MuSR,google/gemma-2-2b,1xT4,pytorch,float16,llm-perf | 1xT4 | MuSR,MuSR,0.113491,0.0,2964.0,2,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,google/gemma-2-2b,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU-PRO,MMLU-PRO,0.133145,0.0,2964.0,2,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,google/recurrentgemma-2b,1xT4,pytorch,bfloat16,llm-perf | 1xT4 | ARC-Challenge,ARC-Challenge,0.39165,0.25,2964.0,2,,llm-perf-task
LLM HellaSwag,HellaSwag,google/recurrentgemma-2b,1xT4,pytorch,bfloat16,llm-perf | 1xT4 | HellaSwag,HellaSwag,0.64685,0.25,2964.0,2,,llm-perf-task
LLM MMLU,MMLU,google/recurrentgemma-2b,1xT4,pytorch,bfloat16,llm-perf | 1xT4 | MMLU,MMLU,0.34495,0.25,2964.0,2,,llm-perf-task
LLM Winogrande,Winogrande,google/recurrentgemma-2b,1xT4,pytorch,bfloat16,llm-perf | 1xT4 | Winogrande,Winogrande,0.6839,0.5,2964.0,2,,llm-perf-task
LLM GSM8K,GSM8K,google/recurrentgemma-2b,1xT4,pytorch,bfloat16,llm-perf | 1xT4 | GSM8K,GSM8K,0.1592,0.0,2964.0,2,,llm-perf-task
LLM IFEval,IFEval,google/recurrentgemma-2b,1xT4,pytorch,bfloat16,llm-perf | 1xT4 | IFEval,IFEval,0.301703,0.0,2964.0,2,,llm-perf-task
LLM BBH,BBH,google/recurrentgemma-2b,1xT4,pytorch,bfloat16,llm-perf | 1xT4 | BBH,BBH,0.048204,0.0,2964.0,2,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,google/recurrentgemma-2b,1xT4,pytorch,bfloat16,llm-perf | 1xT4 | MATH Lvl 5,MATH Lvl 5,0.020393,0.0,2964.0,2,,llm-perf-task
LLM MuSR,MuSR,google/recurrentgemma-2b,1xT4,pytorch,bfloat16,llm-perf | 1xT4 | MuSR,MuSR,0.031049,0.0,2964.0,2,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,google/recurrentgemma-2b,1xT4,pytorch,bfloat16,llm-perf | 1xT4 | MMLU-PRO,MMLU-PRO,0.019559,0.0,2964.0,2,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,01-ai/Yi-6B,1xT4,pytorch,float16,llm-perf | 1xT4 | ARC-Challenge,ARC-Challenge,0.5555,0.25,2972.0,6,,llm-perf-task
LLM HellaSwag,HellaSwag,01-ai/Yi-6B,1xT4,pytorch,float16,llm-perf | 1xT4 | HellaSwag,HellaSwag,0.76495,0.25,2972.0,6,,llm-perf-task
LLM MMLU,MMLU,01-ai/Yi-6B,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU,MMLU,0.6398,0.25,2972.0,6,,llm-perf-task
LLM Winogrande,Winogrande,01-ai/Yi-6B,1xT4,pytorch,float16,llm-perf | 1xT4 | Winogrande,Winogrande,0.73995,0.5,2972.0,6,,llm-perf-task
LLM GSM8K,GSM8K,01-ai/Yi-6B,1xT4,pytorch,float16,llm-perf | 1xT4 | GSM8K,GSM8K,0.12395,0.0,2972.0,6,,llm-perf-task
LLM IFEval,IFEval,01-ai/Yi-6B,1xT4,pytorch,float16,llm-perf | 1xT4 | IFEval,IFEval,0.289338,0.0,2972.0,6,,llm-perf-task
LLM BBH,BBH,01-ai/Yi-6B,1xT4,pytorch,float16,llm-perf | 1xT4 | BBH,BBH,0.194085,0.0,2972.0,6,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,01-ai/Yi-6B,1xT4,pytorch,float16,llm-perf | 1xT4 | MATH Lvl 5,MATH Lvl 5,0.015861,0.0,2972.0,6,,llm-perf-task
LLM GPQA,GPQA,01-ai/Yi-6B,1xT4,pytorch,float16,llm-perf | 1xT4 | GPQA,GPQA,0.025727,0.0,2972.0,6,,llm-perf-task
LLM MuSR,MuSR,01-ai/Yi-6B,1xT4,pytorch,float16,llm-perf | 1xT4 | MuSR,MuSR,0.070443,0.0,2972.0,6,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,01-ai/Yi-6B,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU-PRO,MMLU-PRO,0.221243,0.0,2972.0,6,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,Deci/DeciLM-7B,1xT4,pytorch,float16,llm-perf | 1xT4 | ARC-Challenge,ARC-Challenge,0.5939,0.25,2979.0,7,,llm-perf-task
LLM HellaSwag,HellaSwag,Deci/DeciLM-7B,1xT4,pytorch,float16,llm-perf | 1xT4 | HellaSwag,HellaSwag,0.8251,0.25,2979.0,7,,llm-perf-task
LLM MMLU,MMLU,Deci/DeciLM-7B,1xT4,pytorch,float16,llm-perf | 1xT4 | MMLU,MMLU,0.5976,0.25,2979.0,7,,llm-perf-task
LLM Winogrande,Winogrande,Deci/DeciLM-7B,1xT4,pytorch,float16,llm-perf | 1xT4 | Winogrande,Winogrande,0.7995,0.5,2979.0,7,,llm-perf-task
LLM GSM8K,GSM8K,Deci/DeciLM-7B,1xT4,pytorch,float16,llm-perf | 1xT4 | GSM8K,GSM8K,0.4738,0.0,2979.0,7,,llm-perf-task
LLM IFEval,IFEval,Deci/DeciLM-7B,1xT4,pytorch,float16,llm-perf | 1xT4 | IFEval,IFEval,0.281295,0.0,2979.0,7,,llm-perf-task
LLM BBH,BBH,Deci/DeciLM-7B,1xT4,pytorch,float16,llm-perf | 1xT4 | BBH,BBH,0.212527,0.0,2979.0,7,,llm-perf-task
